name,address,city,state,postal_code,latitude,longitude,stars,review_count,categories,hours,gmap_id,url
Shell,5105 Co Rd 218,Middleburg,FL,32068,30.088576999999997,-81.94564729999999,3.5,6,['gas Station' 'alternative Fuel Station' 'atm' 'convenience Store' 'electric Vehicle Charging Station' 'restaurant'],"[array(['Sunday', 'Open 24 hours'], dtype=object)
 array(['Monday', 'Open 24 hours'], dtype=object)
 array(['Tuesday', 'Open 24 hours'], dtype=object)
 array(['Wednesday', 'Open 24 hours'], dtype=object)
 array(['Thursday', 'Open 24 hours'], dtype=object)
 array(['Friday', 'Open 24 hours'], dtype=object)
 array(['Saturday', 'Open 24 hours'], dtype=object)]",0x88e5e60450b2fac5:0xdb7fe0e4e5b85d85,https://www.google.com/maps/place//data=!4m2!3m1!1s0x88e5e60450b2fac5:0xdb7fe0e4e5b85d85?authuser=-1&hl=en&gl=us
Shell,1199 S Pinellas Ave,Tarpon Springs,FL,34689,28.135023699999998,-82.75776979999999,2.6,8,['gas Station' 'alternative Fuel Station' 'convenience Store' 'electric Vehicle Charging Station'],,0x88c28d14e12f3e3d:0x629be4d97fb441f9,https://www.google.com/maps/place//data=!4m2!3m1!1s0x88c28d14e12f3e3d:0x629be4d97fb441f9?authuser=-1&hl=en&gl=us
Shell,1819 N Federal Hwy,Fort Lauderdale,FL,33305,26.1520205,-80.1193995,3.2,78,['gas Station' 'alternative Fuel Station' 'atm' 'car Wash' 'convenience Store' 'electric Vehicle Charging Station'],"[array(['Saturday', 'Open 24 hours'], dtype=object)
 array(['Sunday', 'Open 24 hours'], dtype=object)
 array(['Monday', 'Open 24 hours'], dtype=object)
 array(['Tuesday', 'Open 24 hours'], dtype=object)
 array(['Wednesday', 'Open 24 hours'], dtype=object)
 array(['Thursday', 'Open 24 hours'], dtype=object)
 array(['Friday', 'Open 24 hours'], dtype=object)]",0x88d901eac37a4a5b:0xfb6f55852f56eb1f,https://www.google.com/maps/place//data=!4m2!3m1!1s0x88d901eac37a4a5b:0xfb6f55852f56eb1f?authuser=-1&hl=en&gl=us
Shell,3831 NW 13th St,Gainesville,FL,32609,29.688221,-82.33852399999999,3.5,68,['gas Station' 'alternative Fuel Station' 'atm' 'car Wash' 'convenience Store' 'electric Vehicle Charging Station'],"[array(['Saturday', 'Open 24 hours'], dtype=object)
 array(['Sunday', 'Open 24 hours'], dtype=object)
 array(['Monday', 'Open 24 hours'], dtype=object)
 array(['Tuesday', 'Open 24 hours'], dtype=object)
 array(['Wednesday', 'Open 24 hours'], dtype=object)
 array(['Thursday', 'Open 24 hours'], dtype=object)
 array(['Friday', 'Open 24 hours'], dtype=object)]",0x88e8a45c72b06917:0x4eec89939b46ee37,https://www.google.com/maps/place//data=!4m2!3m1!1s0x88e8a45c72b06917:0x4eec89939b46ee37?authuser=-1&hl=en&gl=us
Shell,3091 N Dixie Hwy,Oakland Park,FL,33334,26.1662972,-80.1319407,3.5,53,['gas Station' 'alternative Fuel Station' 'atm' 'car Wash' 'convenience Store' 'electric Vehicle Charging Station' 'restaurant'],"[array(['Saturday', 'Open 24 hours'], dtype=object)
 array(['Sunday', 'Open 24 hours'], dtype=object)
 array(['Monday', 'Open 24 hours'], dtype=object)
 array(['Tuesday', 'Open 24 hours'], dtype=object)
 array(['Wednesday', 'Open 24 hours'], dtype=object)
 array(['Thursday', 'Open 24 hours'], dtype=object)
 array(['Friday', 'Open 24 hours'], dtype=object)]",0x88d9018588c27ab1:0x4bdcf3e64ce0ae38,https://www.google.com/maps/place//data=!4m2!3m1!1s0x88d9018588c27ab1:0x4bdcf3e64ce0ae38?authuser=-1&hl=en&gl=us
Circle K,14990 W Colonial Dr,Winter Garden,FL,34787,28.5504113,-81.60741449999999,3.0,13,['convenience Store' 'atm' 'coffee Shop' 'coffee Store' 'diesel Fuel Supplier' 'gas Station' 'snack Bar' 'soft Drinks Shop'],"[array(['Friday', 'Open 24 hours'], dtype=object)
 array(['Saturday', 'Open 24 hours'], dtype=object)
 array(['Sunday', 'Open 24 hours'], dtype=object)
 array(['Monday', 'Open 24 hours'], dtype=object)
 array(['Tuesday', 'Open 24 hours'], dtype=object)
 array(['Wednesday', 'Open 24 hours'], dtype=object)
 array(['Thursday', 'Open 24 hours'], dtype=object)]",0x88e7847e5fe829ff:0x7435682de201f350,https://www.google.com/maps/place//data=!4m2!3m1!1s0x88e7847e5fe829ff:0x7435682de201f350?authuser=-1&hl=en&gl=us
Circle K,7695 FL-60 E,Bartow,FL,33830,27.915657799999998,-81.71857729999999,3.8,48,['convenience Store' 'atm' 'coffee Shop' 'coffee Store' 'diesel Fuel Supplier' 'gas Station' 'snack Bar' 'soft Drinks Shop'],"[array(['Friday', 'Open 24 hours'], dtype=object)
 array(['Saturday', 'Open 24 hours'], dtype=object)
 array(['Sunday', 'Open 24 hours'], dtype=object)
 array(['Monday', 'Open 24 hours'], dtype=object)
 array(['Tuesday', 'Open 24 hours'], dtype=object)
 array(['Wednesday', 'Open 24 hours'], dtype=object)
 array(['Thursday', 'Open 24 hours'], dtype=object)]",0x88dd11064065ad3d:0xd23763c60f9051a3,https://www.google.com/maps/place//data=!4m2!3m1!1s0x88dd11064065ad3d:0xd23763c60f9051a3?authuser=-1&hl=en&gl=us
Airgas Store,103 Commerce Way,Sanford,FL,32771,28.7969573,-81.29665589999999,4.6,18,['welding Supply Store' 'gas Cylinders Supplier' 'industrial Equipment Supplier' 'industrial Gas Supplier' 'safety Equipment Supplier' 'welding Gas Supplier'],"[array(['Friday', '7:30AM–4:30PM'], dtype=object)
 array(['Saturday', 'Closed'], dtype=object)
 array(['Sunday', 'Closed'], dtype=object)
 array(['Monday', '7:30AM–4:30PM'], dtype=object)
 array(['Tuesday', '7:30AM–4:30PM'], dtype=object)
 array(['Wednesday', '7:30AM–4:30PM'], dtype=object)
 array(['Thursday', '7:30AM–4:30PM'], dtype=object)]",0x88e712e2881ee0c7:0xbd80081726afb47a,https://www.google.com/maps/place//data=!4m2!3m1!1s0x88e712e2881ee0c7:0xbd80081726afb47a?authuser=-1&hl=en&gl=us
Shell,3317 W US Hwy 90,Lake City,FL,32055,30.1804754,-82.68685579999999,3.7,26,['gas Station' 'alternative Fuel Station' 'atm' 'convenience Store' 'electric Vehicle Charging Station'],"[array(['Friday', 'Open 24 hours'], dtype=object)
 array(['Saturday', 'Open 24 hours'], dtype=object)
 array(['Sunday', 'Open 24 hours'], dtype=object)
 array(['Monday', 'Open 24 hours'], dtype=object)
 array(['Tuesday', 'Open 24 hours'], dtype=object)
 array(['Wednesday', 'Open 24 hours'], dtype=object)
 array(['Thursday', 'Open 24 hours'], dtype=object)]",0x88ef3a541b1d1ed5:0xb7e537b33db5478c,https://www.google.com/maps/place//data=!4m2!3m1!1s0x88ef3a541b1d1ed5:0xb7e537b33db5478c?authuser=-1&hl=en&gl=us
Chevron,7323 Indrio Rd,Fort Pierce,FL,34951,27.520767199999998,-80.3996429,2.6,14,['gas Station' 'auto Repair Shop' 'convenience Store' 'diesel Fuel Supplier' 'fuel Pump' 'gas Company'],"[array(['Thursday', '5AM–10PM'], dtype=object)
 array(['Friday', '5AM–10PM'], dtype=object)
 array(['Saturday', '5AM–11PM'], dtype=object)
 array(['Sunday', '6AM–9PM'], dtype=object)
 array(['Monday', '5AM–10PM'], dtype=object)
 array(['Tuesday', '5AM–10PM'], dtype=object)
 array(['Wednesday', '5AM–10PM'], dtype=object)]",0x88def467e19c8471:0x7d5ec5e878c6c386,https://www.google.com/maps/place//data=!4m2!3m1!1s0x88def467e19c8471:0x7d5ec5e878c6c386?authuser=-1&hl=en&gl=us
Circle K,6935 US-17,Fleming Island,FL,32003,30.068603,-81.7067392,4.2,8,['convenience Store' 'atm' 'coffee Shop' 'coffee Store' 'diesel Fuel Supplier' 'gas Station' 'snack Bar' 'soft Drinks Shop'],"[array(['Thursday', 'Open 24 hours'], dtype=object)
 array(['Friday', 'Open 24 hours'], dtype=object)
 array(['Saturday', 'Open 24 hours'], dtype=object)
 array(['Sunday', 'Open 24 hours'], dtype=object)
 array(['Monday', 'Open 24 hours'], dtype=object)
 array(['Tuesday', 'Open 24 hours'], dtype=object)
 array(['Wednesday', 'Open 24 hours'], dtype=object)]",0x88e5daba3e8c7d61:0x71b0dc89db53dcd9,https://www.google.com/maps/place//data=!4m2!3m1!1s0x88e5daba3e8c7d61:0x71b0dc89db53dcd9?authuser=-1&hl=en&gl=us
Shell,400 S Suncoast Blvd,Crystal River,FL,34429,28.856264,-82.5800533,3.6,8,['gas Station' 'alternative Fuel Station' 'atm' 'convenience Store' 'electric Vehicle Charging Station'],"[array(['Thursday', 'Open 24 hours'], dtype=object)
 array(['Friday', 'Open 24 hours'], dtype=object)
 array(['Saturday', 'Open 24 hours'], dtype=object)
 array(['Sunday', 'Open 24 hours'], dtype=object)
 array(['Monday', 'Open 24 hours'], dtype=object)
 array(['Tuesday', 'Open 24 hours'], dtype=object)
 array(['Wednesday', 'Open 24 hours'], dtype=object)]",0x88e840124d9f9d6f:0xa30c09f83f1ec836,https://www.google.com/maps/place//data=!4m2!3m1!1s0x88e840124d9f9d6f:0xa30c09f83f1ec836?authuser=-1&hl=en&gl=us
Airgas Store,12650 49th St N,Clearwater,FL,33762,27.887407699999997,-82.7008625,4.0,26,['welding Supply Store' 'gas Cylinders Supplier' 'industrial Equipment Supplier' 'industrial Gas Supplier' 'safety Equipment Supplier' 'welding Gas Supplier'],"[array(['Thursday', '7:30AM–4:30PM'], dtype=object)
 array(['Friday', '7:30AM–4:30PM'], dtype=object)
 array(['Saturday', 'Closed'], dtype=object)
 array(['Sunday', 'Closed'], dtype=object)
 array(['Monday', '7:30AM–4:30PM'], dtype=object)
 array(['Tuesday', '7:30AM–4:30PM'], dtype=object)
 array(['Wednesday', '7:30AM–4:30PM'], dtype=object)]",0x88c2e50e49e8d143:0xb4df89f31592a27,https://www.google.com/maps/place//data=!4m2!3m1!1s0x88c2e50e49e8d143:0xb4df89f31592a27?authuser=-1&hl=en&gl=us
Kangaroo Express,7175 Hwy 1 N,Cocoa,FL,32927,28.484296099999998,-80.7726196,3.0,4,['convenience Store' 'atm' 'coffee Shop' 'diesel Fuel Supplier' 'gas Station' 'snack Bar' 'soft Drinks Shop'],"[array(['Thursday', 'Open 24 hours'], dtype=object)
 array(['Friday', 'Open 24 hours'], dtype=object)
 array(['Saturday', 'Open 24 hours'], dtype=object)
 array(['Sunday', 'Open 24 hours'], dtype=object)
 array(['Monday', 'Open 24 hours'], dtype=object)
 array(['Tuesday', 'Open 24 hours'], dtype=object)
 array(['Wednesday', 'Open 24 hours'], dtype=object)]",0x88e0acf121fca0cd:0x83cf20a3d98803f0,https://www.google.com/maps/place//data=!4m2!3m1!1s0x88e0acf121fca0cd:0x83cf20a3d98803f0?authuser=-1&hl=en&gl=us
Shell,6100 Collier Blvd,Naples,FL,34114,26.0471662,-81.69948629999999,4.1,15,['gas Station' 'alternative Fuel Station' 'atm' 'convenience Store' 'electric Vehicle Charging Station'],"[array(['Thursday', 'Open 24 hours'], dtype=object)
 array(['Friday', 'Open 24 hours'], dtype=object)
 array(['Saturday', 'Open 24 hours'], dtype=object)
 array(['Sunday', 'Open 24 hours'], dtype=object)
 array(['Monday', 'Open 24 hours'], dtype=object)
 array(['Tuesday', 'Open 24 hours'], dtype=object)
 array(['Wednesday', 'Open 24 hours'], dtype=object)]",0x88dae4d0fd0134f3:0xf707d0c9fe6904c5,https://www.google.com/maps/place//data=!4m2!3m1!1s0x88dae4d0fd0134f3:0xf707d0c9fe6904c5?authuser=-1&hl=en&gl=us
Shell,40 Settlement Dr,Ponte Vedra Beach,FL,32081,30.1108302,-81.41760049999999,4.3,26,['gas Station' 'alternative Fuel Station' 'atm' 'car Wash' 'convenience Store' 'electric Vehicle Charging Station' 'restaurant'],"[array(['Thursday', 'Open 24 hours'], dtype=object)
 array(['Friday', 'Open 24 hours'], dtype=object)
 array(['Saturday', 'Open 24 hours'], dtype=object)
 array(['Sunday', 'Open 24 hours'], dtype=object)
 array(['Monday', 'Open 24 hours'], dtype=object)
 array(['Tuesday', 'Open 24 hours'], dtype=object)
 array(['Wednesday', 'Open 24 hours'], dtype=object)]",0x88e4317824d14edf:0x68697b8c22aeea83,https://www.google.com/maps/place//data=!4m2!3m1!1s0x88e4317824d14edf:0x68697b8c22aeea83?authuser=-1&hl=en&gl=us
Shell,11525 Kingfisher Dr,Clermont,FL,34711,28.5153979,-81.76338539999999,2.8,18,['gas Station' 'alternative Fuel Station' 'atm' 'car Wash' 'convenience Store' 'electric Vehicle Charging Station'],"[array(['Thursday', 'Open 24 hours'], dtype=object)
 array(['Friday', 'Open 24 hours'], dtype=object)
 array(['Saturday', 'Open 24 hours'], dtype=object)
 array(['Sunday', 'Open 24 hours'], dtype=object)
 array(['Monday', 'Open 24 hours'], dtype=object)
 array(['Tuesday', 'Open 24 hours'], dtype=object)
 array(['Wednesday', 'Open 24 hours'], dtype=object)]",0x88e7894cbbfe52d9:0x36ad272343e6f339,https://www.google.com/maps/place//data=!4m2!3m1!1s0x88e7894cbbfe52d9:0x36ad272343e6f339?authuser=-1&hl=en&gl=us
Circle K,2810 E College Ave,Ruskin,FL,33570,27.7135371,-82.39467719999999,3.7,88,['convenience Store' 'atm' 'coffee Shop' 'coffee Store' 'diesel Fuel Supplier' 'gas Station' 'snack Bar' 'soft Drinks Shop'],"[array(['Wednesday', 'Open 24 hours'], dtype=object)
 array(['Thursday', 'Open 24 hours'], dtype=object)
 array(['Friday', 'Open 24 hours'], dtype=object)
 array(['Saturday', 'Open 24 hours'], dtype=object)
 array(['Sunday', 'Open 24 hours'], dtype=object)
 array(['Monday', 'Open 24 hours'], dtype=object)
 array(['Tuesday', 'Open 24 hours'], dtype=object)]",0x88c327f8c56cf8ab:0xf05f4475630e76d,https://www.google.com/maps/place//data=!4m2!3m1!1s0x88c327f8c56cf8ab:0xf05f4475630e76d?authuser=-1&hl=en&gl=us
Shell,"15831 Viva Via Dr, US Highway 19",Hudson,FL,34667,28.3878466,-82.6715852,4.1,78,['gas Station' 'alternative Fuel Station' 'atm' 'convenience Store' 'electric Vehicle Charging Station'],"[array(['Wednesday', 'Open 24 hours'], dtype=object)
 array(['Thursday', 'Open 24 hours'], dtype=object)
 array(['Friday', 'Open 24 hours'], dtype=object)
 array(['Saturday', 'Open 24 hours'], dtype=object)
 array(['Sunday', 'Open 24 hours'], dtype=object)
 array(['Monday', 'Open 24 hours'], dtype=object)
 array(['Tuesday', 'Open 24 hours'], dtype=object)]",0x88c29c7497530e7b:0xaa09dcb09cab677c,https://www.google.com/maps/place//data=!4m2!3m1!1s0x88c29c7497530e7b:0xaa09dcb09cab677c?authuser=-1&hl=en&gl=us
Shell,3152 Vineland Rd,Kissimmee,FL,34746,28.342133,-81.484096,3.1,14,['gas Station' 'alternative Fuel Station' 'electric Vehicle Charging Station'],"[array(['Wednesday', '5AM–11PM'], dtype=object)
 array(['Thursday', '5AM–11PM'], dtype=object)
 array(['Friday', '5AM–11PM'], dtype=object)
 array(['Saturday', '5AM–11PM'], dtype=object)
 array(['Sunday', '9AM–8PM'], dtype=object)
 array(['Monday', '5AM–11PM'], dtype=object)
 array(['Tuesday', '5AM–11PM'], dtype=object)]",0x88dd81bca03c5027:0xafaa830361751019,https://www.google.com/maps/place//data=!4m2!3m1!1s0x88dd81bca03c5027:0xafaa830361751019?authuser=-1&hl=en&gl=us
Circle K,1449 Paul S Buchman Hwy,Zephyrhills,FL,33540,28.178886499999997,-82.1579256,3.9,28,['convenience Store' 'atm' 'coffee Shop' 'coffee Store' 'diesel Fuel Supplier' 'gas Station' 'public Bathroom' 'snack Bar' 'soft Drinks Shop'],"[array(['Wednesday', 'Open 24 hours'], dtype=object)
 array(['Thursday', 'Open 24 hours'], dtype=object)
 array(['Friday', 'Open 24 hours'], dtype=object)
 array(['Saturday', 'Open 24 hours'], dtype=object)
 array(['Sunday', 'Open 24 hours'], dtype=object)
 array(['Monday', 'Open 24 hours'], dtype=object)
 array(['Tuesday', 'Open 24 hours'], dtype=object)]",0x88dd4c7037d9bd0d:0xd93ed3f102b9c1f8,https://www.google.com/maps/place//data=!4m2!3m1!1s0x88dd4c7037d9bd0d:0xd93ed3f102b9c1f8?authuser=-1&hl=en&gl=us
Shell,125 N Combee Rd,Lakeland,FL,33801,28.0447049,-81.90749,3.8,26,['gas Station' 'alternative Fuel Station' 'atm' 'car Wash' 'convenience Store' 'electric Vehicle Charging Station' 'restaurant'],,0x88dd3f9db58fb455:0xf68b5dd3511e4f6f,https://www.google.com/maps/place//data=!4m2!3m1!1s0x88dd3f9db58fb455:0xf68b5dd3511e4f6f?authuser=-1&hl=en&gl=us
Shell,3498 E Semoran Blvd,Apopka,FL,32703,28.6692212,-81.444378,2.8,28,['gas Station' 'alternative Fuel Station' 'atm' 'convenience Store' 'electric Vehicle Charging Station'],,0x88e776bb5c0757b7:0x476945532340b2ef,https://www.google.com/maps/place//data=!4m2!3m1!1s0x88e776bb5c0757b7:0x476945532340b2ef?authuser=-1&hl=en&gl=us
China Wok,4765 Hodges Blvd,Jacksonville,FL,32224,30.254232199999997,-81.4646114,3.9,28,['chinese Restaurant' 'chinese Takeaway' 'delivery Chinese Restaurant' 'takeout Restaurant' 'wok Restaurant'],"[array(['Wednesday', '11AM–10PM'], dtype=object)
 array(['Thursday', '11AM–10PM'], dtype=object)
 array(['Friday', '11AM–11PM'], dtype=object)
 array(['Saturday', '11AM–11PM'], dtype=object)
 array(['Sunday', '12–10PM'], dtype=object)
 array(['Monday', 'Closed'], dtype=object)
 array(['Tuesday', '11AM–10PM'], dtype=object)]",0x88e44b81316de4cf:0xa057b5ada48dc8db,https://www.google.com/maps/place//data=!4m2!3m1!1s0x88e44b81316de4cf:0xa057b5ada48dc8db?authuser=-1&hl=en&gl=us
Shell,1525 US-27,Clermont,FL,34714,28.368572099999998,-81.6833396,4.1,16,['gas Station' 'alternative Fuel Station' 'electric Vehicle Charging Station'],,0x88dd7d9ec9856aa5:0xd8eacee502831f93,https://www.google.com/maps/place//data=!4m2!3m1!1s0x88dd7d9ec9856aa5:0xd8eacee502831f93?authuser=-1&hl=en&gl=us
Shell,3601 NW 7th Ave,Miami,FL,33127,25.8104548,-80.2073241,3.7,48,['gas Station' 'alternative Fuel Station' 'atm' 'convenience Store' 'electric Vehicle Charging Station'],"[array(['Tuesday', 'Closed'], dtype=object)
 array(['Wednesday', 'Closed'], dtype=object)
 array(['Thursday', 'Closed'], dtype=object)
 array(['Friday', 'Closed'], dtype=object)
 array(['Saturday', 'Closed'], dtype=object)
 array(['Sunday', 'Closed'], dtype=object)
 array(['Monday', 'Closed'], dtype=object)]",0x88d9b14a2b92ef1d:0xfdbdfb4708c0eb20,https://www.google.com/maps/place//data=!4m2!3m1!1s0x88d9b14a2b92ef1d:0xfdbdfb4708c0eb20?authuser=-1&hl=en&gl=us
Circle K,277 E Main St,Apopka,FL,32703,28.6733221,-81.5055263,2.2,18,['convenience Store' 'atm' 'coffee Shop' 'coffee Store' 'diesel Fuel Supplier' 'gas Station' 'snack Bar' 'soft Drinks Shop'],"[array(['Tuesday', 'Open 24 hours'], dtype=object)
 array(['Wednesday', 'Open 24 hours'], dtype=object)
 array(['Thursday', 'Open 24 hours'], dtype=object)
 array(['Friday', 'Open 24 hours'], dtype=object)
 array(['Saturday', 'Open 24 hours'], dtype=object)
 array(['Sunday', 'Open 24 hours'], dtype=object)
 array(['Monday', 'Open 24 hours'], dtype=object)]",0x88e7761aa30a737b:0xe80bc05bb6cc6baa,https://www.google.com/maps/place//data=!4m2!3m1!1s0x88e7761aa30a737b:0xe80bc05bb6cc6baa?authuser=-1&hl=en&gl=us
Circle K,701 S Goldenrod Rd,Orlando,FL,32822,28.5349999,-81.2853098,3.4,8,['convenience Store' 'atm' 'coffee Shop' 'diesel Fuel Supplier' 'gas Station' 'public Bathroom' 'snack Bar' 'soft Drinks Shop'],"[array(['Tuesday', 'Open 24 hours'], dtype=object)
 array(['Wednesday', 'Open 24 hours'], dtype=object)
 array(['Thursday', 'Open 24 hours'], dtype=object)
 array(['Friday', 'Open 24 hours'], dtype=object)
 array(['Saturday', 'Open 24 hours'], dtype=object)
 array(['Sunday', 'Open 24 hours'], dtype=object)
 array(['Monday', 'Open 24 hours'], dtype=object)]",0x88e765ad6488cacd:0x405c5c1b069dc28,https://www.google.com/maps/place//data=!4m2!3m1!1s0x88e765ad6488cacd:0x405c5c1b069dc28?authuser=-1&hl=en&gl=us
Shell,7202 W Knights Griffin Rd,Plant City,FL,33565,28.0764323,-82.2206765,4.0,38,['gas Station' 'alternative Fuel Station' 'atm' 'convenience Store' 'electric Vehicle Charging Station'],"[array(['Tuesday', 'Open 24 hours'], dtype=object)
 array(['Wednesday', 'Open 24 hours'], dtype=object)
 array(['Thursday', 'Open 24 hours'], dtype=object)
 array(['Friday', 'Open 24 hours'], dtype=object)
 array(['Saturday', 'Open 24 hours'], dtype=object)
 array(['Sunday', 'Open 24 hours'], dtype=object)
 array(['Monday', 'Open 24 hours'], dtype=object)]",0x88c2caa984232aa5:0x1772382691b9d7f2,https://www.google.com/maps/place//data=!4m2!3m1!1s0x88c2caa984232aa5:0x1772382691b9d7f2?authuser=-1&hl=en&gl=us
Shell,"7829 Sw, US-27",Fort White,FL,32038,29.923361,-82.71578,3.8,96,['gas Station' 'alternative Fuel Station' 'atm' 'convenience Store' 'electric Vehicle Charging Station'],,0x88e8cd6d7f70f807:0x98e874653ab02098,https://www.google.com/maps/place//data=!4m2!3m1!1s0x88e8cd6d7f70f807:0x98e874653ab02098?authuser=-1&hl=en&gl=us
Shell,8200 N Miami Ave,Miami,FL,33150,25.849982999999998,-80.19722999999999,3.4,38,['gas Station' 'alternative Fuel Station' 'atm' 'convenience Store' 'electric Vehicle Charging Station'],"[array(['Tuesday', 'Open 24 hours'], dtype=object)
 array(['Wednesday', 'Open 24 hours'], dtype=object)
 array(['Thursday', 'Open 24 hours'], dtype=object)
 array(['Friday', 'Open 24 hours'], dtype=object)
 array(['Saturday', 'Open 24 hours'], dtype=object)
 array(['Sunday', 'Open 24 hours'], dtype=object)
 array(['Monday', 'Open 24 hours'], dtype=object)]",0x88d9b1786ca0e403:0xd1596e2163e32393,https://www.google.com/maps/place//data=!4m2!3m1!1s0x88d9b1786ca0e403:0xd1596e2163e32393?authuser=-1&hl=en&gl=us
Chevron Miami,13700 SW 8th St,Miami,FL,33184,25.760475099999997,-80.4174853,3.0,8,['gas Station' 'auto Repair Shop' 'convenience Store' 'diesel Fuel Supplier' 'fuel Pump' 'gas Company'],"[array(['Tuesday', 'Open 24 hours'], dtype=object)
 array(['Wednesday', 'Open 24 hours'], dtype=object)
 array(['Thursday', 'Open 24 hours'], dtype=object)
 array(['Friday', 'Open 24 hours'], dtype=object)
 array(['Saturday', 'Open 24 hours'], dtype=object)
 array(['Sunday', 'Open 24 hours'], dtype=object)
 array(['Monday', 'Open 24 hours'], dtype=object)]",0x88d9bfaf606e43eb:0x9903d1047cb603f5,https://www.google.com/maps/place//data=!4m2!3m1!1s0x88d9bfaf606e43eb:0x9903d1047cb603f5?authuser=-1&hl=en&gl=us
Circle K,901 FL-20,Interlachen,FL,32148,29.627492399999998,-81.8453534,4.0,8,['convenience Store' 'atm' 'coffee Shop' 'coffee Store' 'diesel Fuel Supplier' 'gas Station' 'snack Bar' 'soft Drinks Shop'],"[array(['Tuesday', '5AM–11PM'], dtype=object)
 array(['Wednesday', '5AM–11PM'], dtype=object)
 array(['Thursday', '5AM–11PM'], dtype=object)
 array(['Friday', '5AM–11PM'], dtype=object)
 array(['Saturday', '5AM–11PM'], dtype=object)
 array(['Sunday', '5AM–11PM'], dtype=object)
 array(['Monday', '5AM–11PM'], dtype=object)]",0x88e66b31dfd46475:0x968a5c5f707167cc,https://www.google.com/maps/place//data=!4m2!3m1!1s0x88e66b31dfd46475:0x968a5c5f707167cc?authuser=-1&hl=en&gl=us
Shell,11175 SW 40th St,Miami,FL,33165,25.7324904,-80.3754268,4.1,82,['gas Station' 'alternative Fuel Station' 'atm' 'convenience Store' 'electric Vehicle Charging Station' 'restaurant'],"[array(['Tuesday', 'Open 24 hours'], dtype=object)
 array(['Wednesday', 'Open 24 hours'], dtype=object)
 array(['Thursday', 'Open 24 hours'], dtype=object)
 array(['Friday', 'Open 24 hours'], dtype=object)
 array(['Saturday', 'Open 24 hours'], dtype=object)
 array(['Sunday', 'Open 24 hours'], dtype=object)
 array(['Monday', 'Open 24 hours'], dtype=object)]",0x88d9bf5040e96d9f:0xf82c39de16d669b4,https://www.google.com/maps/place//data=!4m2!3m1!1s0x88d9bf5040e96d9f:0xf82c39de16d669b4?authuser=-1&hl=en&gl=us
Circle K,17980 N US Hwy 441,Reddick,FL,32686,29.4099899,-82.21274059999999,3.1,16,['convenience Store' 'atm' 'coffee Shop' 'coffee Store' 'diesel Fuel Supplier' 'gas Station' 'snack Bar' 'soft Drinks Shop'],"[array(['Monday', 'Open 24 hours'], dtype=object)
 array(['Tuesday', 'Open 24 hours'], dtype=object)
 array(['Wednesday', 'Open 24 hours'], dtype=object)
 array(['Thursday', 'Open 24 hours'], dtype=object)
 array(['Friday', 'Open 24 hours'], dtype=object)
 array(['Saturday', 'Open 24 hours'], dtype=object)
 array(['Sunday', 'Open 24 hours'], dtype=object)]",0x88e627887ab56c1f:0xf3230d1a0a646826,https://www.google.com/maps/place//data=!4m2!3m1!1s0x88e627887ab56c1f:0xf3230d1a0a646826?authuser=-1&hl=en&gl=us
Circle K,1137 FL-20,Interlachen,FL,32148,29.6277714,-81.8842043,3.0,17,['convenience Store' 'atm' 'coffee Shop' 'coffee Store' 'diesel Fuel Supplier' 'gas Station' 'snack Bar' 'soft Drinks Shop'],"[array(['Monday', 'Open 24 hours'], dtype=object)
 array(['Tuesday', 'Open 24 hours'], dtype=object)
 array(['Wednesday', 'Open 24 hours'], dtype=object)
 array(['Thursday', 'Open 24 hours'], dtype=object)
 array(['Friday', 'Open 24 hours'], dtype=object)
 array(['Saturday', 'Open 24 hours'], dtype=object)
 array(['Sunday', 'Open 24 hours'], dtype=object)]",0x88e614a164004515:0x6458df72b5e00b46,https://www.google.com/maps/place//data=!4m2!3m1!1s0x88e614a164004515:0x6458df72b5e00b46?authuser=-1&hl=en&gl=us
Kangaroo Express,1137 FL-20,Interlachen,FL,32148,29.627537999999998,-81.884112,3.5,13,['convenience Store' 'coffee Shop' 'diesel Fuel Supplier' 'fuel Pump' 'gas Station'],"[array(['Monday', 'Open 24 hours'], dtype=object)
 array(['Tuesday', 'Open 24 hours'], dtype=object)
 array(['Wednesday', 'Open 24 hours'], dtype=object)
 array(['Thursday', 'Open 24 hours'], dtype=object)
 array(['Friday', 'Open 24 hours'], dtype=object)
 array(['Saturday', 'Open 24 hours'], dtype=object)
 array(['Sunday', 'Open 24 hours'], dtype=object)]",0x88e614a227e52157:0x2014029e61855fcb,https://www.google.com/maps/place//data=!4m2!3m1!1s0x88e614a227e52157:0x2014029e61855fcb?authuser=-1&hl=en&gl=us
Chevron,3251 NW 103rd St,Miami,FL,33147,25.8680472,-80.25110289999999,3.9,8,['gas Station' 'convenience Store' 'diesel Fuel Supplier' 'fuel Pump' 'gas Company'],,0x88d9b0431ed1ed01:0x44b6e16a239ecb21,https://www.google.com/maps/place//data=!4m2!3m1!1s0x88d9b0431ed1ed01:0x44b6e16a239ecb21?authuser=-1&hl=en&gl=us
